level_0,index,id,classification_predictions,regression_predictions,isHigh,isLow,energy_1vs3,energy_6vs10,energy_20vs30,prob
1336,336,f2db908807fc134629d000e3c1706a3a5e7e06d9,0.0,30.0,1.0,0.0,[0.0000000e+00 2.0323896e-32 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.8561097e-11 1.2316775e-09 0.0000000e+00],[0.000000e+00 4.296396e-01 1.921636e-05 0.000000e+00],0.0
12602,602,5cd7fd30efd12d80581666509c79c373b1eae67a,0.0,30.0,0.9999999,0.0,[0.0000000e+00 2.3276532e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 5.8591920e-10 1.7938047e-08 0.0000000e+00],[0.0000000e+00 4.2965534e-01 3.6673995e-05 0.0000000e+00],0.0
8115,115,248b28e2d321a3f73c626c506ac8bed7eeec7871,0.0,30.0,0.9999999,0.0,[0.0000000e+00 3.9218227e-33 0.0000000e+00 0.0000000e+00],[0.000000e+00 3.380938e-11 2.244683e-09 0.000000e+00],[0.0000000e+00 4.2958361e-01 2.0005045e-05 0.0000000e+00],0.0
6986,986,5a7534ad1c3e6e94e5fec716f4cd9c3cd342f445,0.0,30.0,0.99999994,0.0,[0.0000000e+00 6.2997827e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.3622452e-10 5.3137046e-09 0.0000000e+00],[0.0000000e+00 4.2956400e-01 4.4962253e-05 0.0000000e+00],0.0
10324,324,4a7dd2d45e830f92ed4a9a9df18ce6fcaae0f732,0.0,30.0,0.9999999,0.0,[0.0000000e+00 1.0269965e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.5787392e-10 5.8543135e-09 0.0000000e+00],[0.0000000e+00 4.2955303e-01 3.4528708e-05 0.0000000e+00],0.0
5461,461,f7711164e4c9ec3efa58fc6d783820b2f8c7c595,0.0,30.0,1.0,0.0,[0.000000e+00 7.645878e-33 0.000000e+00 0.000000e+00],[0.0000000e+00 2.0659455e-11 1.5410262e-09 0.0000000e+00],[0.0000000e+00 4.2951271e-01 2.0330644e-05 0.0000000e+00],0.0
1002,2,7f27f50aea74a6fb5a114c7f4776a3ea429a9384,0.0,30.0,1.0,0.0,[0.0000000e+00 2.9294156e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.2194788e-10 8.0244877e-09 0.0000000e+00],[0.0000000e+00 4.2953038e-01 4.2028219e-05 0.0000000e+00],0.0
14480,480,728a2b946a74f964657b161dfbd62298781c990e,0.0,30.0,1.0,0.0,[0.0000000e+00 4.5256997e-32 0.0000000e+00 0.0000000e+00],[0.000000e+00 8.638678e-12 4.920064e-10 0.000000e+00],[0.0000000e+00 4.2950380e-01 1.6864618e-05 0.0000000e+00],0.0
11743,743,e3693b5e865a2bb6808283913a97ef7cf5bf5b2e,0.0,30.0,1.0,0.0,[0.000000e+00 7.577849e-32 0.000000e+00 0.000000e+00],[0.0000000e+00 5.1011657e-11 2.5099349e-09 0.0000000e+00],[0.0000000e+00 4.2942855e-01 1.8453935e-05 0.0000000e+00],0.0
10163,163,634b7ceadc96152bf400732608680a3be2cde392,0.0,30.0,0.9999999,0.0,[0.0000000e+00 2.2777614e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.8819951e-10 6.5534445e-09 0.0000000e+00],[0.0000000e+00 4.2942464e-01 3.1198437e-05 0.0000000e+00],0.0
7353,353,00be970e39f8b0a904da854ed4de6f9e3a3de9e4,0.0,30.0,0.99999976,0.0,[0.0000000e+00 2.4420493e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.4894087e-10 9.6398773e-09 0.0000000e+00],[0.000000e+00 4.293421e-01 4.032127e-05 0.000000e+00],0.0
5880,880,c4eab2580e7b44d0134ab0b0b94c71e325e808e9,0.0,30.0,1.0,0.0,[0.0000000e+00 3.2070724e-32 0.0000000e+00 0.0000000e+00],[0.0000000e+00 6.5226984e-11 3.4592700e-09 0.0000000e+00],[0.0000000e+00 4.2932394e-01 2.2640454e-05 0.0000000e+00],0.0
11777,777,fb7befe10e3eba044fba698bd15cdcc915f19e61,0.0,30.0,1.0,0.0,[0.0000000e+00 1.9924821e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.2056262e-10 2.8839073e-09 0.0000000e+00],[0.0000000e+00 4.2921498e-01 3.8108872e-05 0.0000000e+00],0.0
1297,297,6ca6fc544ee608d6ab79dcfe06ad6a7969712f42,0.0,30.0,1.0,0.0,[0.000000e+00 4.504745e-29 0.000000e+00 0.000000e+00],[0.0000000e+00 2.0624109e-10 6.0400915e-09 0.0000000e+00],[0.0000000e+00 4.2919433e-01 3.7504349e-05 0.0000000e+00],0.0
51,51,e9c7381cb4f0acc21f042fba1a3a948d924d3637,0.0,30.0,1.0,0.0,[0.0000000e+00 3.7159043e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.6886907e-10 1.1146083e-08 0.0000000e+00],[0.0000000e+00 4.2917305e-01 4.4567943e-05 0.0000000e+00],0.0
16420,420,a1c92f686225122a3981911d5b9a988c30f356ac,0.0,30.0,1.0,0.0,[0.000000e+00 4.541754e-30 0.000000e+00 0.000000e+00],[0.0000000e+00 9.3677809e-11 2.9091385e-09 0.0000000e+00],[0.0000000e+00 4.2915758e-01 3.0851625e-05 0.0000000e+00],0.0
10590,590,2501d66e8b1317057dc33a804aa1ee310f5a780a,0.0,30.0,0.9999999,0.0,[0.0000000e+00 1.1178566e-28 0.0000000e+00 0.0000000e+00],[0.0000000e+00 4.7141752e-10 1.3599672e-08 0.0000000e+00],[0.0000000e+00 4.2916709e-01 5.0182713e-05 0.0000000e+00],0.0
7446,446,0f2dda126bdcbc6f68b61301d39a094e368a4363,0.0,30.0,1.0,0.0,[0.000000e+00 8.484143e-30 0.000000e+00 0.000000e+00],[0.0000000e+00 1.3697958e-10 4.6456523e-09 0.0000000e+00],[0.0000000e+00 4.2903894e-01 3.0344041e-05 0.0000000e+00],0.0
5369,369,e829ab4a2ba932efffb9afd2895e0ed0b54e9be7,0.0,30.0,0.9999999,0.0,[0.0000000e+00 2.2483998e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.8334229e-10 6.9901569e-09 0.0000000e+00],[0.0000000e+00 4.2902455e-01 4.1555213e-05 0.0000000e+00],0.0
9899,899,ce562086c81f4fde2c1089c8b85b68dd926da9b0,0.0,30.0,1.0,0.0,[0.0000000e+00 1.1069728e-34 0.0000000e+00 0.0000000e+00],[0.0000000e+00 5.7562692e-12 4.4004855e-10 0.0000000e+00],[0.000000e+00 4.289677e-01 1.592836e-05 0.000000e+00],0.0
6745,745,b2623f6f2a284bd1f02458bb6779b0386e257c60,0.0,30.0,0.99999976,0.0,[0.0000000e+00 2.6637245e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 3.3194630e-10 1.4985169e-08 0.0000000e+00],[0.0000000e+00 4.2898694e-01 3.6387028e-05 0.0000000e+00],0.0
6511,511,b3bf97affd6a1e97fd18765a41d8973bbce8b790,0.0,30.0,0.9999999,0.0,[0.0000000e+00 6.0484657e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.9789197e-10 7.2136306e-09 0.0000000e+00],[0.0000000e+00 4.2890936e-01 2.7084485e-05 0.0000000e+00],0.0
5815,815,c8a459be178ce010dd081a646c9f70280bdf0441,0.0,30.0,0.99999994,0.0,[0.000000e+00 5.518529e-29 0.000000e+00 0.000000e+00],[0.0000000e+00 8.6373525e-10 2.6896167e-08 0.0000000e+00],[0.000000e+00 4.289125e-01 6.775893e-05 0.000000e+00],0.0
5118,118,179d098d58933c4066f96d40eab918b0cb347b30,0.0,30.0,1.0,0.0,[0.0000000e+00 2.6674782e-28 0.0000000e+00 0.0000000e+00],[0.0000000e+00 3.3732614e-10 9.2915569e-09 0.0000000e+00],[0.0000000e+00 4.2861494e-01 4.4259956e-05 0.0000000e+00],0.0
8191,191,fe8d71f4fd20c7a113e3d85f140e4dd50d2ab160,0.0,30.0,0.99999994,0.0,[0.0000000e+00 4.8254015e-31 0.0000000e+00 0.0000000e+00],[0.0000000e+00 5.1180647e-11 1.6970441e-09 0.0000000e+00],[0.0000000e+00 4.2859587e-01 3.4511086e-05 0.0000000e+00],0.0
13138,138,d21b441dbbb8852ab3d27faeb75e58e6faed9b16,0.0,30.0,1.0,0.0,[0.0000000e+00 1.1265283e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 6.6265785e-11 2.7205724e-09 0.0000000e+00],[0.0000000e+00 4.2858806e-01 3.0231475e-05 0.0000000e+00],0.0
10861,861,283d3bf580b0497c4856a601860720b2e3e79190,0.0,30.0,0.9999999,0.0,[0.000000e+00 5.662145e-30 0.000000e+00 0.000000e+00],[0.0000000e+00 1.6347472e-10 5.8440830e-09 0.0000000e+00],[0.0000000e+00 4.2858237e-01 4.4659675e-05 0.0000000e+00],0.0
16190,190,81c0a32ebb414c614a338dbd12639aa093e97252,0.0,30.0,1.0,0.0,[0.0000000e+00 3.0133373e-34 0.0000000e+00 0.0000000e+00],[0.0000000e+00 4.3994235e-12 2.9714470e-10 0.0000000e+00],[0.0000000e+00 4.2842489e-01 1.1174346e-05 0.0000000e+00],0.0
7914,914,9feb425631ce8e1da302b6de389e442757d1ffb4,0.0,30.0,0.99999976,0.0,[0.000000e+00 2.627314e-29 0.000000e+00 0.000000e+00],[0.0000000e+00 3.2476494e-10 1.3205865e-08 0.0000000e+00],[0.0000000e+00 4.2844358e-01 3.3181426e-05 0.0000000e+00],0.0
15602,602,40bc63ed3160e858c9c26b80bc9bd3d92a622243,0.0,30.0,1.0,0.0,[0.000000e+00 3.714641e-31 0.000000e+00 0.000000e+00],[0.0000000e+00 6.0685276e-11 3.1675460e-09 0.0000000e+00],[0.0000000e+00 4.2839915e-01 2.8529750e-05 0.0000000e+00],0.0
13489,489,ce84c96a3a679e881efec911a1b2f163b4933a1a,0.0,30.0,1.0,0.0,[0.000000e+00 3.343194e-33 0.000000e+00 0.000000e+00],[0.0000000e+00 1.2667664e-11 7.0495482e-10 0.0000000e+00],[0.0000000e+00 4.2839050e-01 2.0591302e-05 0.0000000e+00],0.0
7731,731,805522da66177a9496c902bac2aa3ea2af5e02e7,0.0,30.0,0.9999999,0.0,[0.0000000e+00 1.3637814e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 3.5111711e-10 1.2067224e-08 0.0000000e+00],[0.0000000e+00 4.2834142e-01 3.3598371e-05 0.0000000e+00],0.0
10659,659,1ab1e88cacc5fdc205332507358c2f29bda1f73f,0.0,30.0,1.0,0.0,[0.0000000e+00 3.2830617e-33 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.8316149e-11 1.3260781e-09 0.0000000e+00],[0.0000000e+00 4.2831931e-01 1.9523435e-05 0.0000000e+00],0.0
1394,394,ae8752fc08a9ae9675e34476578aabf67a45f871,0.0,30.0,1.0,0.0,[0.0000000e+00 1.1956842e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.8786341e-11 1.5095549e-09 0.0000000e+00],[0.000000e+00 4.282821e-01 2.269022e-05 0.000000e+00],0.0
10771,771,6b1ba4f27f190df3c5aa9f5292a10bf1d8591d6c,0.0,30.0,0.9999999,0.0,[0.0000000e+00 2.6386637e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.7632730e-10 6.5059433e-09 0.0000000e+00],[0.0000000e+00 4.2823255e-01 3.9486960e-05 0.0000000e+00],0.0
6881,881,449e3a29fcf2a0ab063579779f9484a8bd41b995,0.0,30.0,0.99999994,0.0,[0.0000000e+00 2.4289968e-29 0.0000000e+00 0.0000000e+00],[0.00000000e+00 1.15618855e-10 3.75554654e-09 0.00000000e+00],[0.0000000e+00 4.2822301e-01 3.7763424e-05 0.0000000e+00],0.0
14120,120,8a5838625bb0837ce650fbdf9976c58b67831c4a,0.0,30.0,0.9999999,0.0,[0.00000000e+00 1.32755705e-30 0.00000000e+00 0.00000000e+00],[0.0000000e+00 1.2267767e-10 6.3692736e-09 0.0000000e+00],[0.0000000e+00 4.2815688e-01 2.5159181e-05 0.0000000e+00],0.0
4534,534,beb174d4c95f977369c59504762be47bcc984dc7,0.0,30.0,0.9999999,0.0,[0.00000e+00 2.89731e-28 0.00000e+00 0.00000e+00],[0.0000000e+00 2.4755684e-10 7.2510828e-09 0.0000000e+00],[0.0000000e+00 4.2811692e-01 4.3129101e-05 0.0000000e+00],0.0
8623,623,ce76e00fd704a28446d877f38d0c4c08370796de,0.0,30.0,0.9999999,0.0,[0.000000e+00 2.624206e-31 0.000000e+00 0.000000e+00],[0.0000000e+00 6.5294450e-11 3.4466643e-09 0.0000000e+00],[0.0000000e+00 4.2801946e-01 2.8863962e-05 0.0000000e+00],0.0
16059,59,468189c82eb28955815f63e739e90f0c9739ddab,0.0,30.0,1.0,0.0,[0.000000e+00 5.066174e-29 0.000000e+00 0.000000e+00],[0.0000000e+00 3.3919975e-10 1.2399422e-08 0.0000000e+00],[0.0000000e+00 4.2794856e-01 3.7470476e-05 0.0000000e+00],0.0
12858,858,514e72e54dd2d2c590652ac14635d8fd53ab31de,0.0,30.0,1.0,0.0,[0.000000e+00 4.830964e-31 0.000000e+00 0.000000e+00],[0.0000000e+00 2.9183721e-11 1.3053051e-09 0.0000000e+00],[0.0000000e+00 4.2791575e-01 1.9037461e-05 0.0000000e+00],0.0
13316,316,94375b7722021c268415d40b0d1fe371a5ac28d0,0.0,30.0,1.0,0.0,[0.0000000e+00 2.9680492e-32 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.0609275e-11 1.1356185e-09 0.0000000e+00],[0.0000000e+00 4.2784670e-01 1.7062373e-05 0.0000000e+00],0.0
12220,220,51b30606803341a579fee2213dedf1f370f3c0d4,0.0,30.0,1.0,0.0,[0.0000000e+00 8.0728845e-33 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.0300983e-11 1.1162289e-09 0.0000000e+00],[0.0000000e+00 4.2780861e-01 2.3867828e-05 0.0000000e+00],0.0
7460,460,b460912ef7975bd7fe9dba07b3c341c4f582f52d,0.0,30.0,1.0,0.0,[0.000000e+00 6.063965e-31 0.000000e+00 0.000000e+00],[0.0000000e+00 5.8307165e-11 2.7535447e-09 0.0000000e+00],[0.0000000e+00 4.2779249e-01 2.5773585e-05 0.0000000e+00],0.0
736,736,c3df8e4d593414c56118ef9a5e6f3eb2f8731e21,0.0,30.0,1.0,0.0,[0.000000e+00 5.230741e-29 0.000000e+00 0.000000e+00],[0.0000000e+00 6.8263256e-10 2.3831820e-08 0.0000000e+00],[0.000000e+00 4.277829e-01 6.007495e-05 0.000000e+00],0.0
15618,618,528b3b3b1b905a220ae2bee756103ade17aa66b9,0.0,30.0,0.9999999,0.0,[0.0000000e+00 3.2366988e-28 0.0000000e+00 0.0000000e+00],[0.0000000e+00 3.3841396e-10 1.0759477e-08 0.0000000e+00],[0.0000000e+00 4.2776722e-01 4.4995984e-05 0.0000000e+00],0.0
13612,612,a39e0497776c335be9f3058b8d1b6bc0553207f6,0.0,30.0,1.0,0.0,[0.0000000e+00 2.6193853e-31 0.0000000e+00 0.0000000e+00],[0.0000000e+00 7.0812134e-11 3.0177412e-09 0.0000000e+00],[0.0000000e+00 4.2766020e-01 2.6069325e-05 0.0000000e+00],0.0
10752,752,fe815f333e894cf5bb405533bbd7ec72458deedd,0.0,30.0,0.9999999,0.0,[0.0000000e+00 1.0968161e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.1695704e-10 7.3290316e-09 0.0000000e+00],[0.0000000e+00 4.2765751e-01 4.0101848e-05 0.0000000e+00],0.0
602,602,a93fcd8fea3e14151c601740df0271c04042e0d3,0.0,30.0,1.0,0.0,[0.0000000e+00 2.9502363e-32 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.9361287e-11 1.0000641e-09 0.0000000e+00],[0.0000000e+00 4.2760611e-01 1.7583709e-05 0.0000000e+00],0.0
4381,381,d02a94f46dea7ba8b722c36ea746d04d2cb9f36e,0.0,30.0,1.0,0.0,[0.0000000e+00 5.2827754e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.3819388e-10 9.0739123e-09 0.0000000e+00],[0.0000000e+00 4.2762360e-01 4.6362715e-05 0.0000000e+00],0.0
4517,517,b6d7141bab37ca8019f8440b483a6bb42094530b,0.0,30.0,0.99999994,0.0,[0.000000e+00 6.678942e-31 0.000000e+00 0.000000e+00],[0.0000000e+00 5.3582357e-11 2.1306621e-09 0.0000000e+00],[0.0000000e+00 4.2753005e-01 2.0332396e-05 0.0000000e+00],0.0
13344,344,c5221cbc251d782c2181b723555700857e68249a,0.0,30.0,0.9999999,0.0,[0.0000000e+00 1.1254754e-31 0.0000000e+00 0.0000000e+00],[0.00000000e+00 1.11063665e-10 7.37481587e-09 0.00000000e+00],[0.0000000e+00 4.2753053e-01 2.8798358e-05 0.0000000e+00],0.0
12901,901,05f7b651c383c0f28085bda354d64774a924d455,0.0,30.0,1.0,0.0,[0.0000000e+00 4.0237405e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.6504779e-10 6.7882087e-09 0.0000000e+00],[0.0000000e+00 4.2751262e-01 2.6803924e-05 0.0000000e+00],0.0
8775,775,2ee8d545212fd698a666b57bcd1c150a3fbfcaa5,0.0,30.0,1.0,0.0,[0.0000000e+00 3.3090525e-32 0.0000000e+00 0.0000000e+00],[0.0000000e+00 3.0935827e-11 1.8670334e-09 0.0000000e+00],[0.0000000e+00 4.2727366e-01 2.3287930e-05 0.0000000e+00],0.0
13115,115,0e46d9b09a08bfe9bd04ec10ec825a1061a9917d,0.0,30.0,0.9999997,0.0,[0.000000e+00 8.271923e-27 0.000000e+00 0.000000e+00],[0.0000000e+00 2.5620324e-09 5.3912125e-08 0.0000000e+00],[0.000000e+00 4.272822e-01 8.784386e-05 0.000000e+00],0.0
12944,944,146544981c224b339ecd7d77a0c0331b12dce4e5,0.0,30.0,1.0,0.0,[0.0000000e+00 2.0313908e-31 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.7655604e-11 8.1803175e-10 0.0000000e+00],[0.0000000e+00 4.2707324e-01 2.4685451e-05 0.0000000e+00],0.0
9831,831,f3dacba3ef4e9efe3a0239cb3114e8d59923e009,0.0,30.0,0.99999994,0.0,[0.0000000e+00 2.1805972e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.4634423e-10 3.9544101e-09 0.0000000e+00],[0.000000e+00 4.270726e-01 3.200660e-05 0.000000e+00],0.0
9476,476,231feb9474ac2b7d079331f5f96513e9ffc2bf49,0.0,30.0,0.9999999,0.0,[0.0000000e+00 6.6423643e-28 0.0000000e+00 0.0000000e+00],[0.0000000e+00 9.7237296e-10 2.1845294e-08 0.0000000e+00],[0.000000e+00 4.270327e-01 5.352019e-05 0.000000e+00],0.0
16732,732,1f8c330bc8c3af943c77459591013f359e0ec165,0.0,30.0,0.9999999,0.0,[0.0000000e+00 3.2580926e-28 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.3546902e-09 3.8495248e-08 0.0000000e+00],[0.0000000e+00 4.2703581e-01 5.7399695e-05 0.0000000e+00],0.0
512,512,ac5e51b10826125c4c24a355f7e61927da162e5c,0.0,30.0,1.0,0.0,[0.0000000e+00 2.7720524e-31 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.9777830e-11 1.3920897e-09 0.0000000e+00],[0.0000000e+00 4.2697489e-01 2.1053354e-05 0.0000000e+00],0.0
10099,99,65455aa3a04c596308f550ec327ff54d16dac3fc,0.0,30.0,1.0,0.0,[0.0000000e+00 1.9610893e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.7871571e-10 7.1833286e-09 0.0000000e+00],[0.000000e+00 4.269178e-01 3.395681e-05 0.000000e+00],0.0
8278,278,d5186ca45f93963090184791f31a4698c70af461,0.0,30.0,0.99999994,0.0,[0.0000000e+00 6.7672387e-32 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.2723195e-10 6.9453301e-09 0.0000000e+00],[0.0000000e+00 4.2669824e-01 3.2110307e-05 0.0000000e+00],0.0
10580,580,94e2fc04f4a1e2216f7dd60b9535e5c7537594da,0.0,30.0,1.0,0.0,[0.000000e+00 5.515246e-29 0.000000e+00 0.000000e+00],[0.0000000e+00 2.7478508e-10 8.2145473e-09 0.0000000e+00],[0.0000000e+00 4.2669749e-01 3.7172365e-05 0.0000000e+00],0.0
8156,156,b2f61b6fce13a23fc1c2c2dc1a213fec87171e9e,0.0,30.0,0.99999994,0.0,[0.000000e+00 3.433875e-28 0.000000e+00 0.000000e+00],[0.0000000e+00 2.6910507e-10 7.1595281e-09 0.0000000e+00],[0.0000000e+00 4.2669895e-01 4.8563666e-05 0.0000000e+00],0.0
4485,485,ee7a21b41abcfc2bd8aeae3c35035ab89f3247ce,0.0,30.0,0.99999994,0.0,[0.0000000e+00 2.0719484e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 6.1552374e-10 2.1527340e-08 0.0000000e+00],[0.0000000e+00 4.2663136e-01 4.9431834e-05 0.0000000e+00],0.0
11890,890,9178aac142dec60f031ca952b36e14aeaf826f80,0.0,30.0,0.99999964,0.0,[0.000000e+00 6.807444e-33 0.000000e+00 0.000000e+00],[0.0000000e+00 4.8071148e-11 2.9830556e-09 0.0000000e+00],[0.0000000e+00 4.2660153e-01 3.4790210e-05 0.0000000e+00],0.0
16248,248,879a69b60d2987e29027a5669f446919386021b5,0.0,30.0,1.0,0.0,[0.0000000e+00 5.5428407e-34 0.0000000e+00 0.0000000e+00],[0.00000e+00 7.42658e-12 5.56473e-10 0.00000e+00],[0.0000000e+00 4.2644548e-01 1.4349485e-05 0.0000000e+00],0.0
41,41,dc7e4a0046f059c5ea0f70e1d02fac41f86ccb86,0.0,30.0,1.0,0.0,[0.0000e+00 7.3598e-30 0.0000e+00 0.0000e+00],[0.0000000e+00 2.6702004e-10 8.7161993e-09 0.0000000e+00],[0.0000000e+00 4.2645052e-01 4.6828809e-05 0.0000000e+00],0.0
14393,393,2c96cf26aaa68b08f3ec1d2c81ef975d6fc61802,0.0,30.0,0.9999999,0.0,[0.000000e+00 7.051793e-29 0.000000e+00 0.000000e+00],[0.0000000e+00 8.0921569e-10 2.3224938e-08 0.0000000e+00],[0.000000e+00 4.264217e-01 6.324169e-05 0.000000e+00],0.0
9547,547,d0ed64993d8a0173f5c83d247338471d85f8264d,0.0,30.0,1.0,0.0,[0.0000000e+00 2.8775534e-33 0.0000000e+00 0.0000000e+00],[0.0000000e+00 2.0146640e-12 1.3659084e-10 0.0000000e+00],[0.0000000e+00 4.2636412e-01 1.2083797e-05 0.0000000e+00],0.0
16266,266,a0c67b1f82075fb787742bdc7b95610e291ec27e,0.0,30.0,1.0,0.0,[0.0000000e+00 3.7846664e-33 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.4236173e-11 8.9219915e-10 0.0000000e+00],[0.0000000e+00 4.2634702e-01 1.4163155e-05 0.0000000e+00],0.0
11883,883,f66bb550f8edac5822609c5474b6a8fa25a9e214,0.0,30.0,0.9999999,0.0,[0.0000000e+00 3.7543997e-32 0.0000000e+00 0.0000000e+00],[0.0000000e+00 3.1434143e-11 1.7748034e-09 0.0000000e+00],[0.000000e+00 4.263194e-01 2.652722e-05 0.000000e+00],0.0
13987,987,4b392c1acb9906d4f84a5462e878a2d5028aa17d,0.0,30.0,0.9999999,0.0,[0.000000e+00 1.740594e-29 0.000000e+00 0.000000e+00],[0.0000000e+00 4.6409737e-10 1.7078090e-08 0.0000000e+00],[0.0000000e+00 4.2625603e-01 4.0667986e-05 0.0000000e+00],0.0
1426,426,29c3093bd62b463652cf05e52333bef64c6f8d89,0.0,30.0,1.0,0.0,[0.000000e+00 2.917289e-32 0.000000e+00 0.000000e+00],[0.0000000e+00 2.3558943e-11 1.6822742e-09 0.0000000e+00],[0.0000000e+00 4.2619419e-01 1.8140438e-05 0.0000000e+00],0.0
5376,376,54d2f669d70e2938438486cbcc006a7016906b39,0.0,30.0,0.7974056,0.0,[0.0000000e+00 5.5547987e-27 0.0000000e+00 0.0000000e+00],[0.0000000e+00 4.4695065e-07 9.4923353e-06 0.0000000e+00],[0.         0.42844462 0.00227868 0.        ],0.0
13269,269,77f49d98bb6d756bc297992b58e34e2e68bd2a36,0.0,30.0,1.0,0.0,[0.0000000e+00 1.3536626e-31 0.0000000e+00 0.0000000e+00],[0.0000000e+00 4.8644477e-11 2.4813842e-09 0.0000000e+00],[0.0000000e+00 4.2594081e-01 2.2746015e-05 0.0000000e+00],0.0
5465,465,afc17cd9552333a72b8387df546afba1ae5a19f2,0.0,30.0,0.99999964,0.0,[0.0000000e+00 1.5793316e-28 0.0000000e+00 0.0000000e+00],[0.0000000e+00 6.5438482e-10 1.7257761e-08 0.0000000e+00],[0.0000000e+00 4.2594212e-01 7.4627285e-05 0.0000000e+00],0.0
9550,550,f94448fc890c1bc58d0dcb0f84807e7ef176c960,0.0,30.0,1.0,0.0,[0.0000000e+00 2.0984227e-34 0.0000000e+00 0.0000000e+00],[0.000000e+00 7.379265e-12 6.187289e-10 0.000000e+00],[0.0000000e+00 4.2584911e-01 1.5189341e-05 0.0000000e+00],0.0
11086,86,f1993a801d46850eff9b2f00d125279b046c5761,0.0,30.0,1.0,0.0,[0.000000e+00 4.824939e-32 0.000000e+00 0.000000e+00],[0.0000000e+00 3.2991557e-11 1.3743999e-09 0.0000000e+00],[0.0000000e+00 4.2577380e-01 1.5724963e-05 0.0000000e+00],0.0
15414,414,c6061059e2b442901eb6214121f5017668a7f4b1,0.0,30.0,0.99999994,0.0,[0.0000000e+00 1.3960586e-29 0.0000000e+00 0.0000000e+00],[0.0000000e+00 7.5653550e-10 2.8436908e-08 0.0000000e+00],[0.0000000e+00 4.2578518e-01 4.7284731e-05 0.0000000e+00],0.0
11308,308,56eb85f8c0571b2beba18abde1450adb88bd468d,0.0,30.0,1.0,0.0,[0.0000000e+00 4.0946144e-36 0.0000000e+00 0.0000000e+00],[0.0000000e+00 3.1673720e-12 4.1417975e-10 0.0000000e+00],[0.000000e+00 4.256880e-01 9.628141e-06 0.000000e+00],0.0
16984,984,7e5b2a813204c95e71a33600dc5bb13099c6df4d,0.0,30.0,0.9999999,0.0,[0.000000e+00 3.576991e-28 0.000000e+00 0.000000e+00],[0.0000000e+00 9.7763020e-10 2.3740855e-08 0.0000000e+00],[0.0000000e+00 4.2570338e-01 5.3281001e-05 0.0000000e+00],0.0
1253,253,25a8085a0b83d759539f4893b9cc5aaa59c9ffc9,0.0,30.0,1.0,0.0,[0.0000000e+00 8.7680026e-36 0.0000000e+00 0.0000000e+00],[0.0000000e+00 3.4349576e-12 4.4629170e-10 0.0000000e+00],[0.0000000e+00 4.2561600e-01 1.2529341e-05 0.0000000e+00],0.0
1359,359,3bf781450c718e2b78426e4c0665630bedf82bcb,0.0,30.0,1.0,0.0,[0.000000e+00 4.951578e-27 0.000000e+00 0.000000e+00],[0.0000000e+00 1.8996316e-09 3.5465920e-08 0.0000000e+00],[0.0000000e+00 4.2565835e-01 8.9523339e-05 0.0000000e+00],0.0
9813,813,55cd52dbecdb0815b93d554d05ea5305158d6323,0.0,30.0,1.0,0.0,[0.000000e+00 7.084133e-33 0.000000e+00 0.000000e+00],[0.0000000e+00 1.8394748e-11 1.2296072e-09 0.0000000e+00],[0.0000000e+00 4.2556444e-01 2.1126958e-05 0.0000000e+00],0.0
115,115,99bb376e0ccd0c77a8f2b81fbb68b9375305a61b,0.0,30.0,1.0,0.0,[0.0000000e+00 2.0788905e-30 0.0000000e+00 0.0000000e+00],[0.0000000e+00 1.0962411e-10 4.6279025e-09 0.0000000e+00],[0.0000000e+00 4.2555583e-01 2.5525449e-05 0.0000000e+00],0.0
